    temperature_c,humidity_pct,wind_speed,rain_flag,slope_angle_deg,slope_height_m,pore_water_pressure_ratio,factor_of_safety
    23.72033759818312,89.59264065174611,7.335604391040214,1,41.907228418608696,18.451041854198746,0.8472365776964198,2.613691702557488
    27.879734159310487,46.48970403534824,5.952483593282764,0,32.96462267670965,9.266799882292611,0.4945170437193704,2.2416263474134595
    25.06908440179109,83.07284289257146,1.3719918180799209,0,58.22492624319704,10.68616512374972,0.1954656106321858,1.568243617156379
    23.622079574922424,74.36775792086564,7.050550632784658,1,20.948922549211908,13.13020076814148,0.7366417866100926,3.0
    20.591369983472617,96.85882241307948,4.6439209259534975,0,39.39282079994703,14.164400046422676,0.4186781356832957,3.0
    26.147352826666403,48.21726041042326,15.258546760433369,0,45.01050074951113,15.901781414474485,0.5946274834524972,3.0
    20.93968028156732,40.79944443606025,2.2325659971252265,0,51.27822446726909,16.495701303357247,0.1072652901739388,1.5457514734286515
32.29432501955199,51.848471069719,2.873620839084101,0,30.34855152140036,25.50723554693912,0.6315839895159923,3.0
34.09156901252573,48.05711447385431,5.570206017562278,0,44.34609538287408,27.930793587171856,0.3735504889451243,3.0
19.58603797064444,82.9782932331459,5.760536586706103,1,25.160073569214138,18.89956436568601,0.3341897497184944,3.0
29.79312595206661,81.31765126927587,16.92609873392226,0,31.773804618091013,45.82833889643277,0.9799155787778012,3.0
23.22237299382261,76.87794305987336,15.825673129009743,1,54.78135656016996,29.891287550252954,0.4324306427602472,3.0
24.201114027348307,45.14653801209415,11.572712664104507,0,57.49538046654772,40.4364617615033,0.6780383781157342,3.0
33.139915957316525,90.32647652073628,5.771773577200932,0,45.940867346363234,46.59070245893795,0.6277275355738411,2.1568299988175417
11.775901454947174,96.96000891012494,6.377567064219846,0,28.71759453880925,12.341080155911234,0.1043035508851576,3.0
12.178232492538518,67.21240726760512,11.844365499652891,0,51.0028894987332,24.254351767203552,0.7479275370643161,1.095686834971931
10.505459936008142,75.45609114405701,14.79733117529648,1,11.293354086271007,24.4944680771574,0.3231592034335765,1.541640091340741
30.81549613869845,65.04844693143934,7.681961102168988,0,15.137295526971052,20.951251269725937,0.798939549196735,2.5065462023196288
29.453918773746263,49.84904005718227,10.191240572887503,0,43.06868681876806,5.400763994823797,0.6076407826153825,1.3850180529098792
31.75030370617048,50.03033227976229,17.76066273065388,0,24.562428763502872,41.71874485001428,0.3170914899534895,2.134875899841883
34.4654585558191,51.93943659144392,12.995817134168616,0,57.56931092002389,10.020169469925628,0.3562929603310709,1.4825677609467165
29.97896410541809,43.359500291490775,10.711002640838,0,31.80303060461524,49.79662690647915,0.7315073696663607,0.8777527236378901
21.5369840563233,93.13465428405225,1.4244492228378247,1,31.46824101945885,39.783132136003175,0.5500593151228819,3.0
29.513229407161383,90.087869383268,3.5203042355582204,0,43.90397550954656,31.100450792293152,0.6683510406713152,0.9912589600787352
12.956860646723332,62.31475529231857,4.019831676312466,0,48.37842811530948,11.957288798371884,0.1583183210751882,3.0
25.99802553318809,55.70759887921193,12.462965849045894,0,33.777936906256826,28.19268371269612,0.7869766722284186,1.4412512676999172
13.58383218522616,95.73548495829692,2.1622550340910007,1,20.700045085586208,16.7498933386014,0.3203913189150347,3.0
33.6167229262396,45.56614284629671,0.5798973996325296,0,48.66543213628108,16.354513604438125,0.6198612671576733,3.0
23.04620804375179,68.74793716267612,7.207011153037306,0,26.01756374368138,42.32881622221184,0.1146798252420087,3.0
20.36654849976309,33.814870887951386,14.377183570176154,0,18.75553846469288,22.12899907817456,0.321420241156967,3.0
16.613890302615673,43.38415379122143,13.864987086041188,0,41.58200949625066,25.282571152586183,0.6488672930666418,1.1049765897446369
29.355842235855416,72.28188533516568,15.853407039007784,0,14.52268334951752,42.93341320010532,0.2742061322902506,3.0
21.40375830541372,76.35285569909188,13.92496512538619,0,58.56763375430275,8.950578157347914,0.8803121967498171,3.0
24.21084872171621,70.66970730712677,12.26571157202924,1,41.619863220606845,31.75780338909723,0.6612283994434204,3.0
10.46974501090888,90.87209911995028,9.723241935152904,1,59.29477604608779,31.019705661786706,0.8702783932967957,3.0
25.44088742689693,99.53836545759228,4.169966409759411,0,26.9446711739318,24.134655617000384,0.3953907022511207,2.928340823940191
25.30239306806053,83.47032895070379,11.37096111713236,0,58.560258059519896,42.339858864084185,0.033985142624675,3.0
25.423349921868923,62.55642489006312,12.732494964166822,0,17.27811238643118,47.43005276010617,0.5761399633551028,2.21410966519148
33.59370196286561,88.37542686178719,2.474866568294325,0,12.034738617351422,25.940113786112484,0.3391935027253723,3.0
27.045507477587087,38.42711759162012,11.302946772062697,0,11.649203022730129,25.526617294927988,0.4481883759223533,1.3125850855844523
18.98769751434465,77.82894875121508,1.954974263871032,0,33.24351852996135,27.592867835183515,0.6811102139227488,3.0
20.925798844983536,66.28364512174038,10.941536046129835,0,14.15020987392974,37.54058138748777,0.7006646670708717,1.9350050675339443
27.44077989818162,42.46461203790029,3.178377820372831,0,35.60839420838009,35.0627130814533,0.0275564148658153,2.399988418195032
11.505636790731746,98.10535320961498,2.3802709441666603,1,26.375025175445025,15.02757271430992,0.7693026728396135,3.0
26.669167886141693,53.69061938451233,2.262001120276733,0,26.78144962370578,7.875290686970449,0.4935189149560789,3.0
26.765946740453984,73.07963841743684,18.220506256618137,0,41.780449827258494,47.71643584175552,0.55669877332455,3.0
15.259564026846022,91.50159662674665,11.961746349048845,0,18.15490030758101,16.748139188016694,0.2979941851898525,2.1421378769882184
13.223157441371333,65.46821907403745,5.003174444042779,0,48.32766851698655,33.73685081107663,0.4208337860005809,0.6403112923104379
17.885708773104597,38.05964951235024,1.4289775598418286,0,39.10154598893173,42.27971012346751,0.7103751339793317,3.0
19.092769273565565,87.3117359043103,10.72362837024205,1,55.74723144237554,18.51245377462338,0.7767138029442585,3.0
24.25491926044699,54.72496369411604,2.896059417536172,0,28.24203268837617,33.594503614561795,0.387106181167978,3.0
20.96503783655801,98.81468082242873,15.568058688090014,0,59.135749603356274,9.85551085171512,0.6911175326513301,2.938850259371281
34.70934595148066,91.86778125111906,9.922193132036146,0,38.79138233570116,48.646914996904734,0.258043501688438,3.0
12.551120268700702,89.741453334427,14.528977697146797,1,58.67009780937669,7.617122377278164,0.8320226651775152,2.3628098154765653
15.221918902370868,54.93772242765296,7.9145319764028415,0,11.353032702355767,24.717860322843933,0.6098142389073653,3.0
14.032737947124907,82.9990844466346,14.046454892407212,0,46.3988161206194,29.15686589270105,0.775186516066895,3.0
26.32770813663496,99.04303441011122,13.692287126860244,0,50.831076214636816,40.57168003985138,0.4771548523178474,2.6250910813251465
16.332290063494554,66.84251283659319,11.22832416151407,0,12.65866433382438,10.450783268258956,0.2291092849819552,3.0
21.657769321407656,62.95125084686621,16.914792683162588,0,38.94848320081229,24.836358823482943,0.4292311133136439,3.0
16.11063980004007,31.02660746804496,11.649471472047535,0,50.09711467947242,18.48702062945536,0.3814853944783207,2.457640769627341
13.974239591137993,79.01426381144555,11.562208215596446,0,38.05193626115364,19.040482206200306,0.3327165434401591,2.1464891380998417
12.759378529107629,90.09342980212978,6.159662146846672,0,13.190679520273331,40.04545622293629,0.2121737477414783,1.5762522325002135
26.408239736631835,47.322003025728094,18.630125322351333,0,44.67236204491557,5.245742526432491,0.7591671418798062,3.0
13.454573783715343,52.05172039802598,10.342791431075703,0,13.029845733665432,38.70876386011848,0.0863516613205604,2.672211996895817
14.914559042001336,65.04739149283095,7.834293151471428,0,50.873444750821925,41.46792935553978,0.8875609298858339,1.647332887305058
19.2181292665241,35.04561101530618,10.832845831252351,0,12.15170916533472,45.56130097289311,0.1750247228977535,3.0
30.52483074619838,36.27497332691159,2.904842774694749,0,16.86986905051854,33.20968114537176,0.9798736518515412,3.0
12.427531894826531,59.47775312216565,5.302504742424096,0,23.755379526163424,20.00548977225085,0.9884680480870744,3.0
30.9486226874701,48.28532668923951,6.133637243396168,0,41.66823961304,24.22556296469918,0.3983870412411517,3.0
12.402460197349075,58.4226111772938,10.303175383626426,0,58.8179549815653,48.63812370293432,0.9878210726322628,3.0
34.411486625334895,61.80704086699566,13.910216676155535,0,15.891142630996722,44.65340718961335,0.8690685172807263,3.0
21.71628004119254,98.33913777173828,5.744049242554312,0,17.13538346069592,25.85866590947489,0.0824302769466656,3.0
34.41902720475843,96.0981874071986,2.715319911777827,0,28.443519835049017,47.43783531999151,0.9473285636286182,3.0
25.12113799362615,39.78111060778362,11.184363655504804,0,51.81095688776601,42.03296939329065,0.0425143859045942,2.569809047614586
28.481589484957546,91.78101816125724,17.092996627575076,0,33.36154763754071,45.549043774690766,0.1819142937391071,3.0
10.979694806358015,35.6144663631055,8.364641727361562,0,26.080530012791083,35.733975555916444,0.5845955408466743,2.25828157914293
17.07017406441024,65.53448288024279,9.515458178941232,0,38.06019161044306,43.59443195578977,0.0807371784000136,1.79535055216117
13.004914030329225,41.47369300768358,5.78417024309725,0,23.0261598722875,45.129476360044656,0.1617277569893689,3.0
17.403504938053622,55.61245017498538,16.176682466321072,0,30.057995362376047,9.140746304330214,0.9534917871122388,1.30036832839395
12.968192973856102,82.03381579540653,2.413298907684769,1,26.63025746160209,48.43476394972964,0.994687884887608,3.0
17.9495794848494,59.715383554979496,3.4217743538423395,0,50.207051120732295,20.012589444382847,0.7981365417802972,3.0
20.35657486286675,86.48659012999336,19.9991322551545,0,56.21278632190004,24.795477931251,0.5152093914647028,3.0
11.603687408719608,80.31709977262793,13.644315052590398,1,47.97860960784559,40.63566916367669,0.9003009356916752,3.0
27.31180298425049,95.99876123477114,10.96104813153421,0,31.95417880149917,34.9203337507624,0.1118987708835687,3.0
24.16503635516438,67.39092144101141,15.902158903166244,0,35.216748874833186,45.18769605962258,0.9428918692450088,0.5575169486135068
16.634737273486135,86.15035677914567,19.93764909342883,0,16.253684696471783,23.025818784954748,0.3515529274554322,3.0
23.08120133666749,52.60349744359363,3.817485617015086,0,47.34323555672689,21.797967365427137,0.8614893912331945,3.0
12.348512768961042,54.20220915629052,15.82786077515552,0,39.823783969752206,6.425998229359386,0.668373405985391,2.365500920569168
24.398662388904484,58.03573245070538,6.843241651743215,0,55.12199980687182,25.822641950134614,0.960274304055722,3.0
33.23240493940536,58.76410140086623,14.624653699705425,0,20.03055717875766,37.58318466480989,0.8646779477958182,1.9718297646165093
17.96422381128309,37.227725446618216,14.15319455075554,0,47.98630609663061,18.55304229317972,0.8878978135509061,1.8276834434525029
26.68525949909204,66.33692575323045,19.966600855960827,0,44.23358308595949,25.822693115322863,0.6317543561200305,1.7554556798843937
13.294946560109803,36.77622534883179,2.2374410367293174,0,23.29227669048761,14.872899581837512,0.8331585309762758,2.797633960568961
27.90818010296414,92.28334950738348,0.0425078963305547,0,43.36893197704126,39.77545126421573,0.7571311507613385,3.0
17.235152323680026,34.32913482563052,14.955689292222456,0,56.21866902883248,7.723020260351619,0.1616231309038872,3.0
14.57978405017792,61.47861012165161,11.375538365976135,0,55.921799383355946,36.74223747502242,0.648596891353243,2.486646865195553
24.66282337025208,49.92858464733013,13.817482559233136,0,45.98132872580707,22.052300528524256,0.1481755465201586,3.0
10.502688654687338,40.840859095813535,15.070500696527954,0,12.403655626703005,6.871823122420436,0.8694561218855299,3.0
30.72350073043408,84.86856835895486,9.870131035516724,0,53.61321686600808,43.40613142813036,0.0659497993399684,2.4723633147512576
10.117386904813676,80.0452679243668,7.130690500811689,0,42.888930350227,26.94748384315244,0.9870466701932752,1.1616337009952689
26.94541341990575,40.21635231270592,15.407517726049967,0,25.52171265913672,31.96935363272581,0.4006266661377115,3.0
16.750199329804122,74.2935948774417,7.602598573321089,0,19.362518085284965,37.94138111860056,0.1706293537014356,3.0
